titulo_servico;siglaorgao;nome_orgao;categoria;url
Guia de informação e apuração do ICMS benefícios fiscais (GIA-BF) - baixa de notificação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/guia-de-informacao-e-apuracao-do-icms-beneficios-fiscais-gia-bf-baixa-de-notificacao134
Guia de trânsito suspensa - prorrogação do prazo de suspensão;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao22
Guia nacional de informação e apuração do ICMS substituição tributária (GIA-ST) - baixa de notificação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/guia-nacional-de-informacao-e-apuracao-do-icms-substituicao-tributaria-gia-st-baixa-de-notificacao182
Guia para liberação de mercadoria estrangeira sem comprovação do recolhimento do ICMS (GLME) - análise e concessão de visto;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/guia-para-liberacao-de-mercadoria-estrangeira-sem-comprovacao-do-recolhimento-do-icms-glme-analise-e-concessao-de-visto96
Habilitar ficha sanitária;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/habilitacao-de-ficha-sanitaria26
Habilitar ou renovar responsável técnico para emissão de Certificado Fitossanitário de Origem (CFO) e Certificado Fitossanitário de Origem Consolidado (CFOC);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/habilitacaorenovacao-de-habilitacao-de-responsavel-tecnico-para-emissao-de-certificado-fitossanitario-de-origem-cfo-e-certificado-fitossanitario-de-origem-consolidado-cfoc62
ICMS - autorização para transferência de saldo credor acumulado para estabelecimento;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-autorizacao-para-transferencia-de-saldo-credor-acumulado-para-estabelecimento147
ICMS - compensação centralizada de saldos devedores e credores;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/icms-compensacao-centralizada-de-saldos-devedores-e-credores137
ICMS - comunicação da apropriação de crédito nos termos do art. 17, § 3º, II, “a”, da Resolução/SEFAZ nº 3.426/2025 (limite de 300 Uferms);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-comunicacao-da-apropriacao-de-credito-nos-termos-do-art-17-3o-ii-a-da-resolucaosefaz-no-30262025-limite-de-300-uferms90
ICMS - comunicação de registro extemporâneo de crédito fiscal;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-comunicacao-de-registro-extemporaneo-de-credito-fiscal23
ICMS - cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-calculo-para-recolhimento-espontaneo-normal-transporte-equalizacao-e-substituicao-tributaria83
ICMS - homologação de crédito de equivalência de exportação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-homologacao-de-credito-de-equivalencia-de-exportacao44
ICMS - homologação de crédito fiscal de contribuinte inscrito no cadastro do comércio, indústria e serviços (CCIS);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-homologacao-de-credito-fiscal-de-contribuinte-inscrito-no-cadastro-do-comercio-industria-e-servicos-ccis161
ICMS - homologação de transferência de crédito realizada por distribuidora de combustíveis;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/icms-homologacao-de-transferencia-de-credito-realizada-por-distribuidora-de-combustiveis70
ICMS - isenção na aquisição de automóvel novo de passageiros para taxista;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-isencao-na-aquisicao-de-automovel-novo-de-passageiros-para-taxista54
ICMS - isenção na aquisição de automóvel novo para portadores de deficiência física ou visual;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-fisica-ou-visual105
ICMS - isenção na aquisição de automóvel novo para portadores de deficiência mental, síndrome de down ou autista;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-mental-sindrome-de-down-ou-autista47
ICMS - isenção na aquisição de motocicleta nova para mototaxista ou moto-entregador;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-isencao-na-aquisicao-de-motocicleta-nova-para-mototaxista-ou-moto-entregador86
ICMS - isenção para as contas de energia elétrica, telefone e internet de templos religiosos de qualquer culto - concessão, renovação ou revogação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-isencao-para-as-contas-de-energia-eletrica-telefone-e-internet-de-templos-religiosos-de-qualquer-culto-concessao-renovacao-ou-revogacao193
ICMS - isenção sobre mercadorias vendidas à Administração Pública Estadual;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-isencao-sobre-mercadorias-vendidas-a-administracao-publica-estadual79
ICMS - liberação da entrada de mercadorias procedentes de outras unidades da federação e destinadas à demonstração em feiras e eventos realizados no estado, com suspensão da cobrança do ICMS;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-liberacao-da-entrada-de-mercadorias-procedentes-de-outras-unidades-da-federacao-e-destinadas-a-demonstracao-em-feiras-e-eventos-realizados-no-estado-com-suspensao-da-cobranca-do-icms94
ICMS - prorrogação de prazo para retorno de mercadorias ou bens remetidos ou recebidos com suspensão ou não incidência do imposto;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-prorrogacao-de-prazo-para-retorno-de-mercadorias-ou-bens-remetidos-ou-recebidos-com-suspensao-ou-nao-incidencia-do-imposto26
ICMS - redução da base de cálculo nas operações internas com energia elétrica destinada a produtor rural para fim específico de irrigação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/icms-reducao-da-base-de-calculo-nas-operacoes-internas-com-energia-eletrica-destinada-a-produtor-rural-para-fim-especifico-de-irrigacao152
ICMS - redução da base de cálculo nas operações internas com energia elétrica destinada a produtor rural que exerça a atividade de avicultura de corte;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/icms-reducao-da-base-de-calculo-nas-operacoes-internas-com-energia-eletrica-destinada-a-produtor-rural-que-exerca-a-atividade-de-avicultura-de-corte139
ICMS - solicitação, por empresa do Simples Nacional, de registro de crédito de que trata o art. 19, da Resolução/SEFAZ nº 3.026/2025 (limite de 300 Uferms);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-solicitacao-por-empresa-do-simples-nacional-de-registro-de-credito-de-que-trata-o-art-19-da-resolucaosefaz-no-30262025-limite-de-300-uferms1
ICMS Diferencial de Alíquotas - dispensa da cobrança na aquisição de maquinário por industrial ou produtor rural;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-diferencial-de-aliquotas-dispensa-da-cobranca-na-aquisicao-de-maquinario-por-industrial-ou-produtor-rural84
ICMS Equalização Simples Nacional - 1ª revisão de cobrança - módulo Informações Fiscais;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/icms-equalizacao-simples-nacional-revisao-da-cobranca-on-line147
ICMS Equalização Simples Nacional - 2ª revisão da cobrança - sistema e-SAP;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-equalizacao-simples-nacional-revisao-da-cobranca14
ICMS Equalização Simples Nacional - revisão na hipótese de o contribuinte não ser o destinatário da mercadoria;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-equalizacao-simples-nacional-revisao-na-hipotese-de-o-contribuinte-nao-ser-destinatario-da-mercadoria54
ICMS Estimativa - revisão de valores ou reconsideração do enquadramento;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-estimativa-revisao-de-valores-ou-reconsideracao-do-enquadramento8
ICMS Importação - dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de geração e de transmissão de sons e imagens ou de composição e impressão jornalística;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-importacao-dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-uso-exclusivo-em-processo-de-geracao-e-de-transmissao-de-sons-e-imagens-ou-de-composicao-e-impressao-jornalistica105
ICMS Importação - dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de produção industrial ou agropecuária;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-importacao-dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-uso-exclusivo-em-processo-de-producao-industrial-ou-agropecuaria48
ICMS Importação - dispensa da cobrança de ICMS sobre a importação de bens, por estabelecimentos não industriais ou industriais não contribuintes, de uso em funções específicas, relacionadas com as atividades do importador;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-importacao-dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-por-estabelecimentos-nao-industriais-ou-industriais-nao-contribuintes-de-uso-em-funcoes-especificas-relacionadas-com-as-atividades-do-importador13
ICMS Importação - inclusão de item na listagem de matéria-prima/mercadoria para fins de diferimento do imposto - benefício previsto em Termo de Acordo;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/icms-importacao-inclusao-de-item-na-listagem-de-materia-primamercadoria-para-fins-de-diferimento-do-imposto-beneficio-previsto-em-termo-de-acordo68
ICMS ST - homologação de crédito por venda de combustível ao estado do Mato Grosso do Sul;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/icms-st-homologacao-de-credito-por-venda-de-combustivel-ao-estado-do-mato-grosso-do-sul20
ICMS ST - pedido de ressarcimento - Subanexo II ao Anexo III do RICMS;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/icms-st-pedido-de-ressarcimento-subanexo-ii-ao-anexo-iii-do-ricms117
ICMS ST-SN - 1ª revisão de cobrança - módulo Informações Fiscais;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-st-sn-revisao-da-cobranca-on-line189
ICMS ST-SN - 2ª revisão da cobrança - sistema e-SAP;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-st-sn-revisao-da-cobranca100
ICMS ST-SN - revisão na hipótese de o contribuinte não ser o destinatário da mercadoria;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-st-sn-revisao-na-hipotese-de-o-contribuinte-nao-ser-destinatario-da-mercadoria183
ICMS importação - isenção sobre operações de importação de bens destinados à pesquisa científica e tecnológica;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-importacao-isencao-sobre-operacoes-de-importacao-de-bens-destinados-a-pesquisa-cientifica-e-tecnologica45
ICMS importação - suspensão da cobrança do imposto nas operações sob regime especial aduaneiro de admissão temporária;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/icms-importacao-suspensao-da-cobranca-do-imposto-nas-operacoes-sob-regime-especial-aduaneiro-de-admissao-temporaria160
IPVA - alegação/comunicação de venda de veículo;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-alegacaocomunicacao-de-venda-de-veiculo53
IPVA - cancelamento de débito - apreensão;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-apreensao-cancelamento-de-debitos-de-ipva-em-virtude-de-apreensao-veicular189
IPVA - cancelamento de débito - inutilização ou perecimento;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-inutilizacaoperecimento-cancelamento-de-debitos-em-virtude-de-inutilizacao-ou-perecimento-de-veiculo-automotor169
IPVA - cancelamento de débito - roubo, furto ou apropriação indébita;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-roubo-furto-ou-apropriacao-indebita-cancelamento-de-debitos-de-ipva-em-virtude-de-roubo-furto-ou-apropriacao-indebita95
IPVA - compensação de pagamento indevido;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-compensacao-de-pagamento-indevido39
IPVA - consulta de débito;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-consulta-de-debito54
IPVA - impugnação do lançamento;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-reclamacaoimpugnacao-do-lancamento-de-ipva-de-veiculos-usados-alteracao-do-valor-venal-base-de-calculo42
IPVA - imunidade;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-imunidade152
IPVA - isenção - táxi;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-isencao-para-veiculo-rodoviario-utilizado-como-taxi-com-capacidade-para-ate-cinco-pessoas170
IPVA - isenção 2022 - Decreto nº 15.703/2021;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/ipva-isencao-2022-decreto-no-157032021155
